"","X","Species_SubSpecies","Species_SubSpecies.ORIG","Squished","Brackets.detected","Number.detected","Unique","Matched","Fuzzy","Fuzzy.toomany","Fuzzy.two","Fuzzy.one","Fuzzy.dist","OriSeq","Subseq","taxonID","scientificNameID","localID","scientificName","taxonRank","parentNameUsageID","scientificNameAuthorship","family","subfamily","tribe","subtribe","genus","subgenus","specificEpithet","infraspecificEpithet","verbatimTaxonRank","nomenclaturalStatus","namePublishedIn","taxonomicStatus","acceptedNameUsageID","originalNameUsageID","nameAccordingToID","taxonRemarks","references","source","majorGroup","tplID","Hybrid","New.accepted","Old.status","Old.ID","Old.name","One.Reason"
"1",1,"Achillea millefolium subsp. lanulosa","Achillea millefolium subsp. lanulosa (Nutt.) Piper",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,1,1,"wfo-0000042097","urn:lsid:ipni.org:names:2294-2","GCC-40160FE1-53D5-4C15-9595-F5B87A104673","Achillea millefolium","species","wfo-4000000214","L.","Asteraceae","","",NA,"Achillea",NA,"millefolium","","species","Valid","Sp. Pl. : 899 (1753)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2 899 1753  to Sp. Pl. : 899 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-140712 >The Plant","http://www.theplantlist.org/tpl1.1/record/gcc-140712","The Asteraceaae TEN","A","gcc-140712",NA,TRUE,"Synonym","wfo-0000101159","Achillea millefolium subsp. lanulosa",""
"2",2,"Achillea millefolium subsp. millefolium L.","Achillea millefolium subsp. millefolium L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,2,1,"wfo-0000042097","urn:lsid:ipni.org:names:2294-2","GCC-40160FE1-53D5-4C15-9595-F5B87A104673","Achillea millefolium","species","wfo-4000000214","L.","Asteraceae","","",NA,"Achillea",NA,"millefolium","","species","Valid","Sp. Pl. : 899 (1753)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 2 899 1753  to Sp. Pl. : 899 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-140712 >The Plant","http://www.theplantlist.org/tpl1.1/record/gcc-140712","The Asteraceaae TEN","A","gcc-140712",NA,TRUE,"Synonym","wfo-0000070139","Achillea millefolium subsp. millefolium",""
"3",3,"Achillea ptarmica L.","Achillea ptarmica L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,10,3,1,"wfo-0000033807","urn:lsid:ipni.org:names:2336-2","GCC-991805AE-E8DB-4851-87D0-E3CE4469B956","Achillea ptarmica","species","wfo-4000000214","L.","Asteraceae","","",NA,"Achillea",NA,"ptarmica","","species","Valid","Sp. Pl. : 898 (1753)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 898 1753  to Sp. Pl. : 898 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-132682 >The Plant L","http://www.theplantlist.org/tpl1.1/record/gcc-132682","The Asteraceaae TEN","A","gcc-132682",NA,TRUE,"Synonym","wfo-0000017844","Achillea ptarmica f. ptarmica",""
"4",4,"Aegopodium podagraria L.","Aegopodium podagraria L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,4,1,"wfo-0000521573","urn:lsid:ipni.org:names:837329-1","755855","Aegopodium podagraria","species","wfo-4000000766","L.","Apiaceae","","",NA,"Aegopodium",NA,"podagraria","","species","Valid","Sp. Pl. 1: 265. 1753 [1 May 1753]","Accepted",NA,"",NA,"Source in seed data: cmp Updated namepublishedIn from Sp. Pl. 265 1753  to Sp. Pl. 1: 265. 1753 [1 May 1753] , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2623","http://www.theplantlist.org/tpl1.1/record/kew-2623499","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2623499",NA,FALSE,"","","",""
"5",5,"Agrostis capillaris L.","Agrostis capillaris L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,5,1,"wfo-0000841743","urn:lsid:ipni.org:names:30197865-2","387729","Agrostis capillaris","species","wfo-4000000996","L.","Poaceae","","",NA,"Agrostis",NA,"capillaris","","species","Valid","Sp. Pl. : 62 (1753)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 62 1753  to Sp. Pl. : 62 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-387729 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-387729","The Poaceae TEN","A","kew-387729",NA,FALSE,"","","",""
"6",6,"Agrostis gigantea Roth","Agrostis gigantea Roth",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,5,6,1,"wfo-0000843693","urn:lsid:ipni.org:names:385783-1","389634","Agrostis gigantea","species","wfo-4000000996","Roth","Poaceae","","",NA,"Agrostis",NA,"gigantea","","species","Valid","Tent. Fl. Germ. 1: 31 (1788)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Tent. Fl. Germ. 1: 31 1788  to Tent. Fl. Germ. 1: 31 (1788), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-3","http://www.theplantlist.org/tpl1.1/record/kew-389634","The Poaceae TEN","A","kew-389634",NA,FALSE,"","","",""
"7",7,"Agrostis stolonifera L.","Agrostis stolonifera L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,7,1,"wfo-0000844489","urn:lsid:ipni.org:names:386353-1","390383","Agrostis stolonifera","species","wfo-4000000996","L.","Poaceae","","",NA,"Agrostis",NA,"stolonifera","","species","Valid","Sp. Pl. : 62 (1753)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 62 1753  to Sp. Pl. : 62 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-390383 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-390383","The Poaceae TEN","A","kew-390383",NA,FALSE,"","","","Not a synonym"
"10",10,"Alchemilla acutiloba Opiz","Alchemilla acutiloba Opiz",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,5,8,2,"wfo-0001012012","","532","Alchemilla acutiloba","species","wfo-4000001119","Opiz","Rosaceae","","",NA,"Alchemilla",NA,"acutiloba","","species","Valid","Oekon.-Techn. Fl. Böhm. [Berchtold & al.] 2(1): 15. 1838 [Aug-Sep 1838]","Accepted",NA,"",NA,"Source in seed data: rjp Updated namePublishedIn from Oekonomisch-technische Flora B”hmens ; 1836 15 1838  to Oekon.-Techn. Fl. Böhm. [Berchtold & al.] 2(1): 15. 1838 [Aug-Sep 1838] , according to IPNI. Information provided by Alan E. on email Jul. 15","http://www.theplantlist.org/tpl1.1/record/rjp-532","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-532",NA,FALSE,"","","","Not a synonym"
"12",12,"Alchemilla mollis","Alchemilla mollis (Buser) Rothm.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,9,1,"wfo-0001018841","urn:lsid:ipni.org:names:720776-1","970","Alchemilla mollis","species","wfo-4000001119","(Buser) Rothm.","Rosaceae","","",NA,"Alchemilla",NA,"mollis","","species","Valid","Repert. Spec. Nov. Regni Veg. 33: 347 (1934)","Accepted",NA,"wfo-0001008117",NA,"Source in seed data: rjp Update namepublishedIn from Repert. Spec. Nov. Regni Veg. 33: 347. 1934  to Repert. Spec. Nov. Regni Veg. 33: 347 (1934), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.the","http://www.theplantlist.org/tpl1.1/record/rjp-970","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-970",NA,FALSE,"","","",""
"13",13,"Alchemilla monticola Opiz","Alchemilla monticola Opiz",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,5,10,1,"wfo-0001015000","urn:lsid:ipni.org:names:20011043-1","617","Alchemilla monticola","species","wfo-4000001119","Opiz","Rosaceae","","",NA,"Alchemilla",NA,"monticola","","species","Valid","Oekon.-Techn. Fl. Böhm. 2(1): 13 (1838)","Accepted",NA,"",NA,"Source in seed data: rjp Update namepublishedIn from Oekonomisch-technische Flora B”hmens ; 1836 13 1838  to Oekon.-Techn. Fl. Böhm. 2(1): 13 (1838), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://w","http://www.theplantlist.org/tpl1.1/record/rjp-617","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-617",NA,FALSE,"","","",""
"14",14,"Alchemilla subcrenata Buser","Alchemilla subcrenata Buser",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,6,11,1,"wfo-0001003291","","343","Alchemilla subcrenata","species","wfo-4000001119","Buser","Rosaceae","","",NA,"Alchemilla",NA,"subcrenata","","species","Valid","Scrin. Fl. Select. 12: 285. 1893","Accepted",NA,"",NA,"Source in seed data: rjp Updated namePublishedIn from ; 1893 285, no.2992 1893  to Scrin. Fl. Select. 12: 285. 1893 , according to IPNI. Information provided by Alan E. on email Jul. 15 2020. More details could be found in <a href=http://www.theplantlist","http://www.theplantlist.org/tpl1.1/record/rjp-343","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-343",NA,FALSE,"","","","Accepted"
"16",16,"Allium angulosum L.","Allium angulosum L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,12,1,"wfo-0000757326","urn:lsid:ipni.org:names:528844-1","296571","Allium senescens","species","wfo-4000001260","L.","Amaryllidaceae","","",NA,"Allium",NA,"senescens","","species","Valid","Sp. Pl. : 299 (1753)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 1: 299. 1753 [1 May 1753]  to Sp. Pl. : 299 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-29","http://www.theplantlist.org/tpl1.1/record/kew-296571","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-296571",NA,TRUE,"Synonym","wfo-0000771664","Allium angulosum var. minor","smallest ID"
"20",20,"Alopecurus geniculatus L.","Alopecurus geniculatus L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,13,1,"wfo-0000845537","urn:lsid:ipni.org:names:387091-1","391395","Alopecurus geniculatus","species","wfo-4000001354","L.","Poaceae","","",NA,"Alopecurus",NA,"geniculatus","","species","Valid","Sp. Pl. : 60 (1753)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 60 1753  to Sp. Pl. : 60 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-391395 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-391395","The Poaceae TEN","A","kew-391395",NA,FALSE,"","","","Not a synonym"
"23",23,"Alopecurus pratensis subsp. pratensis L.","Alopecurus pratensis subsp. pratensis L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,4,14,1,"wfo-0001426642","urn:lsid:ipni.org:names:77171940-1","476547-wcs","Alopecurus pratensis  subsp. pratensis","subspecies","wfo-0000845656","","Poaceae","","",NA,"Alopecurus",NA,"pratensis","pratensis","subspecies","Valid","Unknown","Accepted",NA,"",NA,"Source in seed data: wcvp","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:77171940-1","The Poaceae TEN","A","",NA,FALSE,"","","",""
"24",24,"Anthoxanthum odoratum L.","Anthoxanthum odoratum L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,15,1,"wfo-0000848178","urn:lsid:ipni.org:names:389034-1","394021","Anthoxanthum odoratum","species","wfo-4000002465","L.","Poaceae","","",NA,"Anthoxanthum",NA,"odoratum","","species","Valid","Sp. Pl. : 28 (1753)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 28 1753  to Sp. Pl. : 28 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-394021 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-394021","The Poaceae TEN","A","kew-394021",NA,FALSE,"","","",""
"25",25,"Anthriscus sylvestris subsp. sylvestris","Anthriscus sylvestris subsp. sylvestris (L.) Hoffm.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,16,1,"wfo-0000538692","urn:lsid:ipni.org:names:837969-1","773972","Anthriscus sylvestris","species","wfo-4000002467","(L.) Hoffm.","Apiaceae","","",NA,"Anthriscus",NA,"sylvestris","","species","Valid","Gen. Pl. Umbell. : 40 (1814)","Accepted",NA,"wfo-0000599103",NA,"Source in seed data: cmp Update namepublishedIn from Gen. Pl. Umbell. 40 (t. 1, fig. 19). 1814  to Gen. Pl. Umbell. : 40 (1814), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1","http://www.theplantlist.org/tpl1.1/record/kew-2641868","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2641868",NA,TRUE,"Synonym","wfo-0001219955","Anthriscus sylvestris subsp. sylvestris",""
"26",26,"Arctium tomentosum Mill.","Arctium tomentosum Mill.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,17,1,"wfo-0000130944","urn:lsid:ipni.org:names:178483-1","GCC-D8932EE7-0D58-4831-83DF-87405670E460","Arctium tomentosum","species","wfo-4000002920","Mill.","Asteraceae","","",NA,"Arctium",NA,"tomentosum","","species","Valid","Gard. Dict., ed. 8. n. 3. 1768 ; Bernh. Syst. Verz. Erf. 154","Accepted",NA,"",NA,"Source in seed data: gcc Updated namepublishedIn from 3 1768  to Gard. Dict., ed. 8. n. 3. 1768 ; Bernh. Syst. Verz. Erf. 154, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1","http://www.theplantlist.org/tpl1.1/record/gcc-91826","The Asteraceaae TEN","A","gcc-91826",NA,FALSE,"","","",""
"27",27,"Arctopoa subfastigiata","Arctopoa subfastigiata (Trin.) Prob.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,18,1,"wfo-0000848446","urn:lsid:ipni.org:names:389199-1","394284","Arctopoa subfastigiata","species","wfo-4000002929","(Trin.) Prob.","Poaceae","","",NA,"Arctopoa",NA,"subfastigiata","","species","Valid","Novosti Sist. Vyssh. Rast. 11: 52 (1974)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Novosti Sist. Vyssh. Rast. 11: 52. 1974  to Novosti Sist. Vyssh. Rast. 11: 52 (1974), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlis","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:389199-1","The Poaceae TEN","A","kew-394284",NA,FALSE,"","","",""
"28",28,"Argentina anserina subsp. anserina Rydb.","Argentina anserina subsp. anserina Rydb.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,22,19,1,"wfo-0001009478","urn:lsid:ipni.org:names:721546-1","4856","Argentina anserina","species","wfo-4000002977","Rydb.","Rosaceae","","",NA,"Argentina",NA,"anserina","","species","Valid","Monogr. N. Amer. Potent. 2: 159 (1898)","Accepted",NA,"wfo-0001016615",NA,"Source in seed data: rjp Updated scientificnameAuthorship from (L.) Rydb. to Rydb., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/rjp-4856 >The Plant List v.1.1.</a>","https://powo.science.kew.org/taxon/urn:lsid:ipni.org:names:721546-1","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","rjp-4856",NA,FALSE,"","","",""
"29",29,"Armoracia sisymbrioides","Armoracia sisymbrioides (DC.) Cajander",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,20,1,"wfo-0000549447","urn:lsid:ipni.org:names:278749-1","785005","Armoracia sisymbrioides","species","wfo-4000003083","N.Busch. ex Ganesh.","Brassicaceae","","",NA,"Armoracia",NA,"sisymbrioides","","species","Valid","Trav. Mus. Bot. Acad. Petersb. xiii. 108 (1915).","Accepted",NA,"wfo-0000613867",NA,"Source in seed data: cmp Updated scientificnameAuthorship from (DC.) N.Busch ex Ganesh to N.Busch. ex Ganesh., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2652","http://www.theplantlist.org/tpl1.1/record/kew-2652954","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2652954",NA,FALSE,"","","","smallest ID"
"34",34,"Artemisia vulgaris L.","Artemisia vulgaris L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,3,21,4,"wfo-0000115588","urn:lsid:ipni.org:names:20812-2","GCC-E982E2D5-0F9F-4AA2-B048-65F13E88CE6E","Artemisia vulgaris","species","wfo-4000003144","L.","Asteraceae","","",NA,"Artemisia",NA,"vulgaris","","species","Valid","Sp. Pl. : 848 (1753)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 848 1753  to Sp. Pl. : 848 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-77033 >The Plant Li","http://www.theplantlist.org/tpl1.1/record/gcc-77033","The Asteraceaae TEN","A","gcc-77033",NA,FALSE,"","","","Not a synonym"
"35",35,"Asperugo procumbens L.","Asperugo procumbens L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,3,22,1,"wfo-0000552204","urn:lsid:ipni.org:names:113506-1","788152","Asperugo procumbens","species","wfo-4000003291","L.","Boraginaceae","","",NA,"Asperugo",NA,"procumbens","","species","Valid","Sp. Pl. : 138 (1753)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 1: 138. 1753 [1 May 1753]  to Sp. Pl. : 138 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-26","http://www.theplantlist.org/tpl1.1/record/kew-2656106","The Boraginaceae TEN","A","kew-2656106",NA,FALSE,"","","",""
"36",36,"Astragalus danicus Retz.","Astragalus danicus Retz.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,6,23,1,"wfo-0000213553","urn:lsid:ipni.org:names:477044-1","8620","Astragalus danicus","species","wfo-4000003460","Retz.","Fabaceae","","",NA,"Astragalus",NA,"danicus","","species","Valid","Observ. Bot.3: 41 (1783)","Accepted",NA,"",NA,"Source in seed data: ildis Update namepublishedIn from  to Observ. Bot. 3: 41 (1783), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/ild-8620 >The Plant List v.1.1.</","https://www.legumedata.org/taxonomy/taxon/658773","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","ild-8620",NA,FALSE,"","","",""
"37",37,"Barbarea stricta Andrz.","Barbarea stricta Andrz.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,24,1,"wfo-0000560052","urn:lsid:ipni.org:names:278905-1","801577","Barbarea stricta","species","wfo-4000004049","Andrz.","Brassicaceae","","",NA,"Barbarea",NA,"stricta","","species","Valid","Enum. Pl. Volh. : 72 (1821)","Accepted",NA,"",NA,"Source in seed data: cmp Updated scientificnameAuthorship from Andrz. ex Besser to Andrz., information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2669701 >The Plant List ","http://www.theplantlist.org/tpl1.1/record/kew-2669701","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2669701",NA,FALSE,"","","","Not a synonym"
"40",40,"Barbarea vulgaris W.T. Aiton","Barbarea vulgaris W.T. Aiton",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,TRUE,FALSE,11,25,1,"wfo-0000560064","urn:lsid:ipni.org:names:29455-2","801588","Barbarea vulgaris","species","wfo-4000004049","W.T.Aiton","Brassicaceae","","",NA,"Barbarea",NA,"vulgaris","","species","Valid","Hortus Kew. 4: 109 (1812)","Accepted",NA,"wfo-0000678484",NA,"Source in seed data: cmp Updated scientificnameAuthorship from R.Br. to W.T.Aiton, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2669712 >The Plant List v.1.1.</","http://www.theplantlist.org/tpl1.1/record/kew-2669712","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2669712",NA,FALSE,"","","",""
"41",41,"Beckmannia syzigachne","Beckmannia syzigachne (Steud.) Fernald",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,26,1,"wfo-0000853648","urn:lsid:ipni.org:names:30332-2","399194","Beckmannia syzigachne","species","wfo-4000004295","Fernald","Poaceae","","",NA,"Beckmannia",NA,"syzigachne","","species","Valid","Rhodora 30: 27 (1928)","Accepted",NA,"wfo-0000886576",NA,"Source in seed data: wcs Updated scientificnameAuthorship from (Steud.) Fernald to Fernald, information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-399194 >The Plant List ","http://www.theplantlist.org/tpl1.1/record/kew-399194","The Poaceae TEN","A","kew-399194",NA,FALSE,"","","",""
"42",42,"Bellis perennis L.","Bellis perennis L.",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,0,FALSE,FALSE,7,27,1,"wfo-0000072578","urn:lsid:ipni.org:names:184409-1","GCC-B92D99A7-DDB5-422F-A14C-362FBC207915","Bellis perennis","species","wfo-4000004367","L.","Asteraceae","","",NA,"Bellis",NA,"perennis","","species","Valid","Sp. Pl. : 886 (1753)","Accepted",NA,"",NA,"Source in seed data: gcc Update namepublishedIn from Sp. Pl. 886 1753  to Sp. Pl. : 886 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/gcc-29324 >The Plant Li","http://www.theplantlist.org/tpl1.1/record/gcc-29324","The Asteraceaae TEN","A","gcc-29324",NA,TRUE,"Synonym","wfo-0000131064","Bellis perennis f. plena",""
"43",43,"Berteroa incana","Berteroa incana (L.) DC.",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,28,1,"wfo-0000564515","urn:lsid:ipni.org:names:278924-1","806985","Berteroa incana","species","wfo-4000004509","(L.) DC.","Brassicaceae","","",NA,"Berteroa",NA,"incana","","species","Valid","Syst. Nat. 2: 291 (1821)","Accepted",NA,"wfo-0000529545",NA,"Source in seed data: cmp Update namepublishedIn from Syst. Nat. [Candolle] 2: 291. 1821 [late May 1821]  to Syst. Nat. 2: 291 (1821), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org","http://www.theplantlist.org/tpl1.1/record/kew-2675159","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2675159",NA,FALSE,"","","",""
"44",44,"Brassica rapa subsp. campestris","Brassica rapa subsp. campestris (L.) A.R. Clapham",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,29,1,"wfo-0000571544","urn:lsid:ipni.org:names:279485-1","814347","Brassica rapa","species","wfo-4000005345","L.","Brassicaceae","","",NA,"Brassica",NA,"rapa","","species","Valid","Sp. Pl. : 666 (1753)","Accepted",NA,"",NA,"Source in seed data: cmp Update namepublishedIn from Sp. Pl. 666 1753  to Sp. Pl. : 666 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-2682652 >The Plant ","http://www.theplantlist.org/tpl1.1/record/kew-2682652","World Checklist of Vascular Plants. Facilitated by the Royal Botanic Gardens, Kew.","A","kew-2682652",NA,TRUE,"Synonym","wfo-0000571553","Brassica rapa subsp. campestris",""
"45",45,"Bromus arvensis L.","Bromus arvensis L.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,FALSE,FALSE,9,30,1,"wfo-0000855198","urn:lsid:ipni.org:names:393536-1","400659","Bromus arvensis","species","wfo-4000005481","L.","Poaceae","","",NA,"Bromus",NA,"arvensis","","species","Valid","Sp. Pl. : 77 (1753)","Accepted",NA,"",NA,"Source in seed data: wcs Update namepublishedIn from Sp. Pl. 77 1753  to Sp. Pl. : 77 (1753), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-400659 >The Plant Lis","http://www.theplantlist.org/tpl1.1/record/kew-400659","The Poaceae TEN","A","kew-400659",NA,TRUE,"Synonym","wfo-0000855202","Bromus arvensis f. degener","smallest ID"
"47",47,"Bromus inermis Leyss.","Bromus inermis Leyss.",FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,0,TRUE,FALSE,7,31,1,"wfo-0000855743","urn:lsid:ipni.org:names:74816-3","401195","Bromus inermis","species","wfo-4000005481","Leyss.","Poaceae","","",NA,"Bromus",NA,"inermis","","species","Valid","Flora Halensis 1761","Accepted",NA,"",NA,"Source in seed data: wcs Updated namepublishedIn from Fl. Halens. 16 1761  to Flora Halensis 1761 , information provided by Alan E. on email Oct. 12 2020 More details could be found in <a href=http://www.theplantlist.org/tpl1.1/record/kew-401195 >The Pla","http://www.theplantlist.org/tpl1.1/record/kew-401195","The Poaceae TEN","A","kew-401195",NA,FALSE,"","","","Not a synonym"
"49",49,"Calamagrostis epigejos","Calamagrostis epigejos (L.) Roth",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,0,FALSE,FALSE,NA,32,1,"wfo-0000857259","urn:lsid:ipni.org:names:394433-1","402643","Calamagrostis epigejos","species","wfo-4000005939","(L.) Roth","Poaceae","","",NA,"Calamagrostis",NA,"epigejos","","species","Valid","Tent. Fl. Germ. 1: 34 (1788)","Accepted",NA,"wfo-0000850947",NA,"Source in seed data: wcs Update namepublishedIn from Tent. Fl. Germ. 1: 34. 1788 [Feb-Apr 1788]  to Tent. Fl. Germ. 1: 34 (1788), information provided by Alan E. on email Jun. 07 2021 More details could be found in <a href=http://www.theplantlist.org/tpl","http://www.theplantlist.org/tpl1.1/record/kew-402643","The Poaceae TEN","A","kew-402643",NA,FALSE,"","","",""
